45	9.900883e-01	7.153107e-01	9.818918e-01	0	C1orf233
46	5.342971e-02	9.683185e-02	7.322083e-02	1	MIB2
47	1.179613e-01	1.408513e-01	1.050274e-01	1	MMP23B
48	6.609653e-01	6.823724e-01	6.993634e-01	0	SLC35E2B
49	3.073195e-01	3.413887e-01	3.353302e-01	0	CDK11A
50	4.663257e-01	5.420071e-01	4.725011e-01	0	SLC35E2
51	4.846127e-01	4.392068e-01	4.958683e-01	1	NADK
52	2.235219e-01	1.421298e-01	4.083275e-01	1	GNB1
53	1.209940e-01	1.894632e-01	1.840449e-01	0	CALML6
54	3.377474e-01	4.872819e-01	3.295728e-01	0	TMEM52
56	6.945539e-01	4.255587e-01	8.373506e-01	0	GABRD
57	2.522830e-01	2.809626e-01	4.807596e-01	1	PRKCZ
58	7.316213e-01	7.926165e-01	6.983055e-01	1	C1orf86
59	5.459407e-01	3.301932e-01	5.433742e-01	1	SKI
60	3.774021e-01	4.131443e-01	4.405034e-01	1	MORN1
61	3.811644e-02	4.602030e-02	3.826535e-02	1	RER1
62	9.025513e-01	8.565603e-01	9.118181e-01	0	PEX10
63	2.286813e-01	2.167726e-01	3.068500e-01	0	PLCH2
64	5.366363e-02	4.927198e-02	5.311410e-02	1	PANK4
65	4.963742e-01	8.248529e-01	5.288123e-01	1	HES5
66	1.935595e-01	1.936954e-01	2.891247e-01	1	TNFRSF14
67	9.437370e-01	7.236075e-01	9.626773e-01	1	FAM213B
68	5.561340e-01	5.166153e-01	5.994198e-01	1	MMEL1
69	7.741280e-01	5.774670e-01	8.004992e-01	1	TTC34
71	6.562787e-02	1.288027e-01	8.675163e-02	0	PRDM16
72	6.276483e-01	5.334489e-01	6.297656e-01	1	ARHGEF16
73	5.717449e-01	6.788601e-01	6.577576e-01	0	MEGF6
74	2.516653e-01	5.776807e-01	2.738028e-01	1	TPRG1L
75	6.841139e-01	6.353687e-01	6.252411e-01	1	WRAP73
76	1.111993e-01	2.067468e-01	1.810547e-01	1	TP73
78	2.327365e-01	2.627628e-01	2.566845e-01	0	LRRC47
79	9.313037e-01	9.219640e-01	9.296656e-01	0	CEP104
80	7.053823e-02	7.970257e-02	6.596558e-02	0	DFFB
81	6.888639e-02	4.282682e-01	7.334640e-02	1	C1orf174
82	8.663766e-02	3.513414e-01	1.904513e-01	0	AJAP1
83	5.745465e-02	7.095765e-02	5.993482e-02	1	NPHP4
84	1.782442e-01	5.893816e-01	2.408594e-01	0	KCNAB2
85	1.541132e-01	2.426424e-01	4.262617e-01	1	CHD5
86	5.905702e-01	8.357094e-01	6.417130e-01	1	RPL22
87	5.390374e-01	5.855809e-01	5.045937e-01	1	RNF207
88	2.814412e-01	3.028118e-01	2.939285e-01	0	ICMT
90	6.054505e-01	6.001905e-01	6.052501e-01	1	GPR153
91	5.268360e-01	4.838541e-01	5.422914e-01	1	ACOT7
93	3.702025e-01	5.187209e-01	6.072044e-01	1	ESPN
94	8.550162e-01	9.120935e-01	8.654877e-01	0	TNFRSF25
95	8.047758e-01	6.921967e-01	8.175088e-01	1	PLEKHG5
96	4.618953e-01	2.174709e-01	4.888985e-01	1	NOL9
97	7.444921e-01	4.748765e-01	8.173467e-01	1	TAS1R1
98	4.221748e-01	3.618373e-01	4.181372e-01	1	ZBTB48
99	9.973288e-03	1.171327e-02	1.476457e-02	1	KLHL21
100	7.579924e-01	6.815870e-01	7.974403e-01	0	PHF13
101	8.986372e-01	7.973207e-01	8.831440e-01	0	THAP3
102	8.459772e-01	5.998278e-01	8.187940e-01	0	DNAJC11
103	8.008838e-01	6.737512e-01	8.030050e-01	0	CAMTA1
104	6.299329e-02	3.617340e-01	1.218973e-01	0	VAMP3
105	4.288819e-02	3.419609e-02	4.519648e-02	1	PER3
108	5.339452e-01	3.662417e-01	5.321666e-01	1	PARK7
109	9.453384e-01	6.731838e-01	9.435275e-01	1	ERRFI1
110	4.576470e-01	6.696118e-01	4.454414e-01	1	SLC45A1
111	1.746048e-01	4.646585e-02	1.672281e-01	1	RERE
112	1.158514e-01	2.117430e-01	1.778842e-01	1	ENO1
115	1.702582e-03	1.121603e-02	5.074343e-02	1	SLC2A5
116	2.783145e-01	2.678666e-01	3.203528e-01	1	GPR157
117	4.839507e-02	8.248551e-02	4.985759e-02	1	H6PD
118	2.981651e-01	4.288093e-01	3.497118e-01	1	SPSB1
119	7.021113e-02	4.720020e-02	8.903200e-02	0	SLC25A33
120	1.010211e-01	9.362746e-02	1.120506e-01	1	TMEM201
121	8.934294e-01	5.843647e-01	9.454105e-01	1	PIK3CD
123	2.081210e-01	4.470665e-01	3.373520e-01	1	CLSTN1
124	8.665295e-01	6.803672e-01	9.011251e-01	0	CTNNBIP1
125	7.125187e-01	4.996045e-01	7.169569e-01	0	LZIC
126	8.130599e-01	9.868705e-01	8.009550e-01	0	NMNAT1
127	1.380797e-01	1.864898e-01	1.202392e-01	1	RBP7
128	3.937003e-01	1.916169e-01	4.000508e-01	0	UBE4B
129	5.809098e-01	8.038792e-01	5.738328e-01	1	KIF1B
130	1.109817e-01	1.829823e-01	1.099367e-01	1	PGD
131	1.965971e-01	3.584409e-01	2.440070e-01	1	CORT
132	7.816927e-02	8.280242e-02	7.343875e-02	1	DFFA
133	8.708099e-01	6.477871e-01	8.709625e-01	1	PEX14
134	6.635345e-01	7.664721e-01	7.233288e-01	1	CASZ1
135	3.672935e-01	5.412730e-01	5.514325e-01	0	C1orf127
136	1.760453e-01	1.317222e-01	1.886880e-01	1	TARDBP
137	2.791267e-01	1.652164e-01	2.782516e-01	0	MASP2
138	2.750562e-01	7.363122e-01	2.581867e-01	1	SRM
139	2.141086e-01	5.698107e-01	2.608174e-01	1	EXOSC10
140	2.528365e-01	1.732907e-01	2.394750e-01	1	MTOR
141	2.085669e-01	7.085131e-01	4.723226e-01	0	ANGPTL7
142	6.152450e-01	4.846764e-01	6.018520e-01	1	UBIAD1
144	8.986763e-01	9.762531e-01	9.493943e-01	0	FBXO2
145	8.270625e-01	9.128014e-01	8.264921e-01	1	FBXO44
146	4.031198e-01	3.880815e-01	3.524678e-01	1	FBXO6
147	2.792392e-03	1.634631e-03	2.759405e-03	1	MAD2L2
148	4.304135e-03	5.017257e-03	4.459802e-03	1	AGTRAP
150	4.332611e-01	3.174655e-01	4.148224e-01	0	MTHFR
151	2.925832e-01	2.383929e-01	3.286422e-01	1	CLCN6
152	5.489865e-01	2.600083e-01	8.022825e-01	0	NPPA
153	9.444322e-01	9.381229e-01	9.382503e-01	0	NPPB
154	3.343373e-01	4.229084e-01	3.540201e-01	1	KIAA2013
155	5.792466e-01	6.422845e-01	5.715037e-01	1	PLOD1
156	5.604414e-01	3.803037e-01	5.367820e-01	0	MFN2
157	5.136992e-01	3.618393e-01	5.311936e-01	1	MIIP
158	7.958412e-01	6.020210e-01	8.169199e-01	1	TNFRSF8
159	7.681994e-01	9.073298e-01	7.685844e-01	1	TNFRSF1B
160	1.498604e-01	1.489870e-01	1.774471e-01	1	VPS13D
161	3.139787e-02	2.579460e-02	3.201715e-02	1	DHRS3
190	6.146793e-01	5.962301e-01	5.981869e-01	1	PDPN
191	5.309679e-01	5.322082e-01	6.231077e-01	1	PRDM2
192	2.751242e-02	6.651740e-02	2.979761e-02	1	KAZN
193	2.279984e-01	1.594009e-01	2.244286e-01	0	TMEM51
195	2.001073e-01	1.007998e-01	3.549849e-01	1	FHAD1
196	2.447526e-01	1.732949e-01	2.761823e-01	1	EFHD2
197	1.959057e-01	3.761559e-01	4.149242e-01	0	CTRC
198	4.433448e-02	3.470111e-01	2.058020e-01	0	CELA2A
199	1.501371e-01	3.695222e-01	4.139771e-01	0	CELA2B
200	6.848361e-01	4.403035e-01	6.849201e-01	1	CASP9
201	2.221714e-01	2.061044e-01	3.346312e-01	1	DNAJC16
202	1.551800e-02	4.894869e-02	4.697434e-02	1	AGMAT
203	6.482035e-01	6.938783e-01	6.245577e-01	1	DDI2
204	9.069413e-02	1.302205e-01	1.014718e-01	1	PLEKHM2
205	6.085974e-01	6.650506e-01	6.286747e-01	1	SLC25A34
207	5.124518e-02	4.905733e-02	9.240568e-02	1	FBLIM1
208	3.998360e-01	3.441320e-01	4.768175e-01	1	SPEN
209	1.989940e-01	9.502709e-02	1.933438e-01	1	ZBTB17
211	9.096071e-01	8.286463e-01	9.462786e-01	1	HSPB7
212	4.521586e-01	6.672823e-01	4.196587e-01	1	CLCNKA
213	7.848221e-01	7.752401e-01	6.977425e-01	0	CLCNKB
214	1.395508e-01	4.153031e-01	1.711300e-01	0	FAM131C
215	2.198065e-01	2.197380e-01	2.257149e-01	0	EPHA2
216	7.787963e-01	6.133613e-01	7.899260e-01	0	ARHGEF19
217	5.809204e-03	1.725434e-01	1.228741e-02	1	C1orf134
218	3.932340e-02	6.767669e-02	3.795269e-02	1	RSG1
219	1.280581e-01	1.002434e-01	2.529996e-01	1	FBXO42
221	2.108256e-01	2.992438e-01	2.169023e-01	1	NECAP2
224	3.605354e-01	1.889547e-01	3.527871e-01	1	CROCC
225	2.073157e-01	1.218098e-01	2.190951e-01	0	MFAP2
226	1.643407e-01	1.495257e-01	1.627947e-01	1	ATP13A2
227	3.150587e-01	7.535766e-01	3.693066e-01	1	SDHB
228	3.577814e-01	2.584033e-01	6.628746e-01	1	PADI2
231	2.324426e-01	2.795885e-01	4.214217e-01	1	PADI4
232	8.482442e-03	3.598782e-02	8.805911e-03	1	RCC2
233	1.417454e-01	2.721462e-01	1.769118e-01	0	ARHGEF10L
235	7.188555e-01	5.972019e-01	6.920651e-01	1	IGSF21
236	3.089973e-02	1.052011e-01	1.983605e-01	1	KLHDC7A
240	8.397484e-01	7.548512e-01	8.956766e-01	1	ALDH4A1
241	4.958643e-01	3.629947e-01	5.538609e-01	0	IFFO2
242	2.572840e-01	4.089140e-01	3.619780e-01	0	UBR4
243	2.120487e-01	4.594291e-01	2.073246e-01	0	MRTO4
244	1.925003e-01	3.754382e-01	3.870068e-01	0	AKR7A3
245	2.159762e-02	4.959535e-02	2.344016e-02	1	AKR7A2
246	6.332300e-01	9.233072e-01	6.197394e-01	1	PQLC2
247	5.791826e-01	5.335955e-01	5.920340e-01	1	CAPZB
248	2.767669e-01	7.054182e-01	3.007056e-01	1	MINOS1
249	2.066190e-01	2.213782e-01	2.205241e-01	1	NBL1
251	4.741887e-01	5.783695e-01	4.964271e-01	0	TMCO4
252	1.325941e-01	3.708139e-01	3.104639e-01	0	RNF186
253	6.575498e-02	8.398943e-02	7.661182e-02	0	OTUD3
255	2.020888e-01	6.726910e-02	2.270964e-01	0	PLA2G2A
256	5.358384e-01	3.947564e-01	5.524772e-01	0	PLA2G5
260	7.170245e-02	6.873993e-02	1.270077e-01	0	UBXN10
262	4.767758e-01	5.216625e-01	4.760147e-01	0	CAMK2N1
263	9.587628e-02	1.462904e-01	1.249665e-01	0	MUL1
264	4.569311e-01	4.800615e-01	5.242054e-01	0	FAM43B
265	2.579892e-01	1.366551e-01	3.137036e-01	0	CDA
266	7.432385e-01	6.737291e-01	7.457605e-01	1	PINK1
267	4.028169e-01	3.113758e-01	4.157170e-01	0	DDOST
268	8.567872e-01	8.719792e-01	8.777891e-01	0	KIF17
270	3.479457e-01	4.086734e-01	5.217904e-01	1	HP1BP3
271	8.925002e-01	8.226635e-01	9.089556e-01	0	EIF4G3
272	6.946081e-01	4.694651e-01	6.781506e-01	1	ECE1
273	2.008472e-01	8.420910e-02	2.104965e-01	0	NBPF3
274	7.233547e-01	7.229789e-01	8.248589e-01	1	ALPL
275	9.092764e-01	9.549963e-01	9.143867e-01	0	RAP1GAP
276	8.980046e-01	8.923712e-01	8.474230e-01	0	USP48
277	3.250450e-01	3.462810e-01	3.670045e-01	0	LDLRAD2
278	9.423808e-01	9.853811e-01	9.506378e-01	1	HSPG2
279	5.382464e-02	3.445646e-01	1.781328e-01	0	CELA3B
280	2.083411e-01	4.094402e-01	3.384844e-01	0	CELA3A
281	9.210535e-01	9.972335e-01	9.168488e-01	0	CDC42
282	2.511323e-02	1.516465e-01	5.418792e-02	1	WNT4
283	2.578016e-01	1.370665e-01	2.765041e-01	1	ZBTB40
285	4.733855e-01	4.244924e-01	4.858017e-01	0	C1QA
286	4.649579e-01	3.040033e-01	4.439809e-01	0	C1QC
287	4.023927e-01	2.314869e-01	4.611649e-01	0	C1QB
288	1.129834e-01	1.139708e-01	1.116493e-01	1	EPHB2
290	2.554004e-01	3.975312e-01	2.653641e-01	1	KDM1A
291	5.918477e-01	5.166173e-01	6.675063e-01	1	LUZP1
293	6.698053e-01	6.779714e-01	6.548262e-01	0	HNRNPR
294	5.385314e-01	7.126850e-01	5.973329e-01	0	ZNF436
296	4.948964e-03	2.046881e-02	7.741869e-03	1	TCEA3
297	7.476288e-01	5.873471e-01	7.496913e-01	1	ASAP3
298	5.247892e-01	8.495669e-01	6.233122e-01	0	E2F2
299	7.259467e-01	7.946522e-01	7.784857e-01	1	ID3
301	2.958178e-01	1.625352e-01	3.227040e-01	0	RPL11
302	4.361601e-01	3.883774e-01	4.396874e-01	1	TCEB3
303	4.889767e-01	3.379033e-01	4.909274e-01	0	PITHD1
304	2.444003e-01	1.537717e-01	2.615839e-01	1	LYPLA2
305	6.746522e-01	4.273372e-01	6.767724e-01	1	GALE
306	5.045462e-02	4.142398e-02	4.962322e-02	1	HMGCL
307	3.796873e-01	3.533561e-01	4.015888e-01	1	FUCA1
309	6.686227e-01	7.487655e-01	6.992147e-01	0	PNRC2
310	4.897786e-01	6.427410e-01	5.371149e-01	1	SRSF10
311	3.464412e-02	5.971297e-02	4.282421e-02	1	MYOM3
312	4.462163e-01	3.754690e-01	6.123294e-01	0	IL22RA1
314	2.339335e-01	3.148756e-01	2.258864e-01	0	NIPAL3
315	6.436578e-01	4.999487e-01	6.770848e-01	1	RCAN3
316	7.105220e-01	9.383774e-01	6.973511e-01	0	SRRM1
317	2.452595e-01	2.872031e-01	2.397575e-01	1	CLIC4
318	3.312485e-01	2.985653e-01	4.741499e-01	0	RUNX3
319	3.964496e-02	5.074723e-02	6.683354e-02	0	SYF2
320	4.123293e-02	1.776146e-01	4.502131e-02	1	C1orf63
321	3.024943e-01	4.160971e-01	3.022830e-01	1	RHD
322	2.607976e-01	3.007873e-01	2.555717e-01	0	TMEM50A
323	4.235834e-01	7.345078e-01	4.945790e-01	1	RHCE
324	4.708092e-01	1.994302e-01	4.407956e-01	1	TMEM57
325	2.174858e-01	1.285044e-01	2.116866e-01	1	LDLRAP1
326	3.784607e-01	1.604965e-01	4.422339e-01	1	MAN1C1
327	7.772313e-01	6.940957e-01	7.901215e-01	0	SEPN1
328	7.028128e-01	4.998400e-01	7.683374e-01	1	PAQR7
329	9.087032e-01	9.313401e-01	9.188701e-01	1	STMN1
330	6.817392e-01	7.614231e-01	6.634478e-01	1	PAFAH2
331	3.778622e-01	5.307578e-01	6.507585e-01	1	EXTL1
333	1.099535e-01	2.159703e-01	1.095222e-01	1	TRIM63
334	2.562871e-01	4.975660e-01	3.010806e-01	0	PDIK1L
335	9.363381e-01	7.423529e-01	9.228859e-01	0	FAM110D
336	7.738618e-01	8.296151e-01	7.505448e-01	0	ZNF593
337	1.197320e-01	1.486507e-01	1.214090e-01	1	CNKSR1
339	6.497326e-01	2.083347e-01	6.998884e-01	1	CEP85
340	3.184037e-01	2.560638e-01	3.831315e-01	1	SH3BGRL3
341	7.753048e-01	6.837974e-01	7.262031e-01	0	UBXN11
342	4.946312e-01	4.579484e-01	4.959632e-01	0	CD52
344	2.058115e-02	8.258965e-02	7.638545e-02	0	ZNF683
346	4.424108e-01	5.833772e-01	4.502219e-01	0	DHDDS
347	1.823597e-01	2.959168e-01	2.265189e-01	1	HMGN2
348	5.248800e-01	4.232065e-01	4.677781e-01	0	RPS6KA1
349	5.298206e-01	6.144315e-01	5.858369e-01	0	ARID1A
350	2.394391e-01	2.208788e-01	2.784333e-01	1	PIGV
351	7.883479e-01	9.177806e-01	8.002032e-01	1	ZDHHC18
352	3.352060e-01	5.658702e-01	3.906161e-01	0	SFN
353	5.091889e-01	7.147947e-01	5.290764e-01	1	GPN2
354	4.159029e-01	4.251277e-01	4.277017e-01	1	GPATCH3
355	7.508582e-01	9.209091e-01	7.407649e-01	1	NUDC
358	6.067086e-01	8.624834e-01	6.198116e-01	1	TRNP1
359	5.629377e-01	5.654987e-01	6.580863e-01	1	FAM46B
360	5.243486e-01	2.948045e-01	5.497220e-01	1	SLC9A1
361	1.482139e-01	2.454986e-01	2.259562e-01	1	WDTC1
362	8.619455e-02	1.705587e-01	9.133213e-02	0	TMEM222
363	7.236419e-01	8.143068e-01	7.505966e-01	0	SYTL1
364	2.197593e-01	1.343496e-01	2.094387e-01	0	MAP3K6
365	6.758371e-03	1.420364e-02	1.521925e-02	1	FCN3
367	4.732229e-01	7.370474e-01	4.686780e-01	0	GPR3
368	2.362718e-01	1.212730e-01	2.921369e-01	1	WASF2
369	8.899650e-01	6.724874e-01	9.023303e-01	1	AHDC1
370	8.769522e-01	9.699989e-01	8.875462e-01	1	FGR
371	5.668882e-01	6.465669e-01	6.980728e-01	1	IFI6
372	3.146869e-01	1.936555e-01	3.174397e-01	1	FAM76A
373	8.573547e-01	6.527995e-01	8.950280e-01	1	STX12
374	8.499531e-01	7.736017e-01	8.567743e-01	1	PPP1R8
375	5.049404e-01	5.117505e-01	5.144880e-01	0	RPA2
376	2.880342e-02	5.870852e-02	1.519097e-01	0	SMPDL3B
377	1.310628e-01	2.279491e-01	1.695435e-01	1	XKR8
378	1.870200e-01	2.431778e-01	1.795140e-01	1	EYA3
379	8.037863e-02	1.620245e-01	8.560318e-02	0	PTAFR
380	5.944426e-01	4.732259e-01	5.749160e-01	1	DNAJC8
382	7.188779e-01	9.615019e-01	7.936288e-01	1	ATPIF1
383	8.973432e-02	1.643139e-01	1.485356e-01	0	SESN2
384	1.030835e-01	1.234694e-01	1.185423e-01	1	MED18
385	6.733379e-02	2.723907e-02	1.126822e-01	0	PHACTR4
386	1.166889e-01	3.025441e-01	2.045526e-01	1	RCC1
387	2.803592e-01	7.033592e-01	3.094891e-01	1	TRNAU1AP
388	8.596981e-01	8.208218e-01	8.899896e-01	0	TAF12
389	6.155335e-02	6.668835e-02	1.000773e-01	0	RAB42
390	3.678256e-01	4.619337e-01	4.386989e-01	0	GMEB1
391	2.057439e-01	3.383736e-01	2.194069e-01	1	YTHDF2
393	6.312158e-01	3.868620e-01	6.417142e-01	1	EPB41
394	5.829525e-01	1.962411e-01	6.003176e-01	0	TMEM200B
395	4.338958e-01	4.037022e-01	4.920116e-01	1	SRSF4
396	1.796652e-01	1.492391e-01	2.121078e-01	1	MECR
397	3.884054e-01	5.156823e-01	3.654700e-01	1	PTPRU
398	5.469430e-01	5.633515e-01	5.557972e-01	0	MATN1
399	1.433518e-01	1.196779e-01	2.017134e-01	1	LAPTM5
400	8.776781e-01	8.057710e-01	8.816094e-01	1	SDC3
401	1.887600e-01	1.678633e-01	2.126592e-01	1	PUM1
402	9.551511e-01	5.246848e-01	9.978214e-01	0	NKAIN1
403	9.659479e-01	6.956843e-01	9.691056e-01	1	SNRNP40
404	3.827806e-01	1.444294e-01	3.796407e-01	1	ZCCHC17
405	3.869372e-01	2.349888e-01	3.958127e-01	1	FABP3
406	1.443098e-01	1.220027e-01	1.936224e-01	1	SERINC2
407	5.497323e-01	4.610831e-01	5.338429e-01	0	TINAGL1
408	3.961324e-01	4.078498e-01	5.128214e-01	0	HCRTR1
409	5.226733e-01	2.757906e-01	5.255810e-01	1	PEF1
410	5.059463e-01	6.221882e-01	5.352942e-01	0	COL16A1
411	3.075520e-01	5.742624e-01	5.609625e-01	1	BAI2
412	5.529292e-01	3.836580e-01	6.788513e-01	0	SPOCD1
413	6.767451e-01	3.819171e-01	6.769511e-01	1	PTP4A2
414	9.286126e-01	7.237329e-01	9.243694e-01	0	KHDRBS1
415	8.196893e-01	7.704805e-01	8.529605e-01	1	TMEM39B
416	2.294938e-03	1.402838e-03	2.869777e-03	1	KPNA6
417	2.074404e-01	1.782297e-01	2.344986e-01	1	TXLNA
418	8.236829e-02	1.737011e-01	1.025855e-01	0	CCDC28B
419	3.301611e-01	6.171476e-01	3.502541e-01	1	IQCC
420	8.790006e-01	8.789698e-01	8.929634e-01	0	DCDC2B
421	4.984521e-01	6.646075e-01	5.611078e-01	1	TMEM234
422	7.811729e-02	1.079584e-01	1.266001e-01	1	EIF3I
423	1.127072e-01	1.999838e-01	1.176110e-01	1	FAM167B
424	8.238708e-01	7.536329e-01	8.769360e-01	1	LCK
425	1.512777e-01	1.140495e-01	1.792822e-01	1	HDAC1
426	4.716290e-01	6.664769e-01	4.705869e-01	1	MARCKSL1
427	5.247063e-01	3.645988e-01	5.428117e-01	1	TSSK3
428	3.779298e-01	4.657818e-01	3.911871e-01	1	BSDC1
430	2.496071e-01	1.424801e-01	2.656428e-01	1	ZBTB8A
431	7.818137e-01	4.031325e-01	7.967555e-01	1	ZBTB8OS
432	5.341982e-01	2.348015e-01	5.462367e-01	1	RBBP4
433	1.556636e-01	2.615299e-01	1.722583e-01	1	SYNC
434	9.688384e-01	6.548140e-01	9.669056e-01	1	KIAA1522
435	9.170651e-01	8.093268e-01	9.213941e-01	1	YARS
436	1.962675e-01	2.988189e-01	2.236519e-01	0	S100PBP
437	7.245618e-01	8.617790e-01	7.188875e-01	0	FNDC5
438	3.625083e-01	1.690419e-01	6.923532e-01	0	HPCA
439	7.712238e-01	4.442622e-01	7.536844e-01	1	TMEM54
440	8.598172e-03	2.850292e-02	2.531445e-02	0	RNF19B
441	7.389970e-03	3.347508e-02	9.647088e-03	1	AK2
442	9.580306e-01	9.265870e-01	9.279226e-01	0	ADC
443	8.939578e-01	6.380339e-01	8.636378e-01	1	TRIM62
444	8.145192e-01	8.975676e-01	8.075485e-01	0	ZNF362
445	6.482147e-03	1.975123e-02	1.411529e-02	1	PHC2
446	3.130747e-01	4.157500e-01	3.157457e-01	1	ZSCAN20
447	2.712712e-01	4.611384e-01	3.583934e-01	1	CSMD2
450	7.172972e-01	4.900039e-01	9.095883e-01	0	GJB5
452	6.334616e-01	7.792398e-01	6.308456e-01	0	GJB3
453	3.578170e-01	6.360380e-01	3.271379e-01	1	GJA4
454	7.004145e-03	2.983994e-02	1.205920e-01	0	DLGAP3
455	2.990064e-01	1.579922e-01	2.985465e-01	1	ZMYM6NB
456	5.093502e-01	6.035295e-01	5.914073e-01	1	ZMYM6
457	6.023882e-02	7.847565e-02	5.985984e-02	1	ZMYM1
458	2.113228e-02	7.362092e-02	4.459723e-02	1	SFPQ
459	5.021651e-01	8.182930e-01	5.036374e-01	1	ZMYM4
460	1.355370e-01	1.999166e-01	1.384254e-01	1	KIAA0319L
461	3.819280e-01	7.369877e-01	3.782298e-01	1	NCDN
462	7.054481e-01	7.801162e-01	7.227792e-01	1	TFAP2E
463	1.578792e-01	7.341863e-02	2.084853e-01	0	PSMB2
464	8.549892e-01	7.674928e-01	9.077214e-01	0	C1orf216
465	6.735005e-01	7.323148e-01	7.003221e-01	1	CLSPN
466	6.144334e-01	5.330215e-01	6.496649e-01	1	TEKT2
467	9.220994e-02	6.671960e-02	8.926523e-02	0	ADPRHL2
468	3.822321e-01	3.595711e-01	4.245556e-01	1	COL8A2
469	7.611711e-02	5.953459e-02	8.049252e-02	1	TRAPPC3
470	5.784387e-01	6.194755e-01	4.601741e-01	1	MAP7D1
471	1.462367e-01	7.575120e-02	1.809045e-01	1	THRAP3
472	7.761320e-01	9.092352e-01	7.675552e-01	0	SH3D21
473	5.557549e-01	4.398722e-01	5.868931e-01	1	STK40
474	2.024580e-01	3.386347e-01	2.029608e-01	1	LSM10
475	1.976094e-01	2.820178e-01	2.048964e-01	1	OSCP1
476	1.800433e-01	1.416094e-01	2.494453e-01	1	MRPS15
477	8.039134e-01	7.971880e-01	8.220043e-01	0	CSF3R
478	4.372226e-01	9.218222e-01	3.764910e-01	0	GRIK3
479	1.050180e-01	1.082062e-01	1.677828e-01	1	ZC3H12A
480	5.427580e-01	4.989339e-01	5.681340e-01	1	MEAF6
481	9.020603e-02	1.178466e-01	1.496530e-01	0	SNIP1
482	3.628627e-01	2.409193e-01	3.659747e-01	1	DNALI1
483	6.104615e-01	4.700011e-01	6.361140e-01	1	GNL2
484	3.006293e-01	2.968103e-01	5.500313e-01	1	RSPO1
485	8.863800e-01	4.115417e-01	8.898855e-01	0	C1orf109
486	5.910081e-01	3.958095e-01	6.013211e-01	0	CDCA8
488	7.514098e-01	5.899612e-01	7.499345e-01	0	MANEAL
489	6.401116e-01	5.825562e-01	6.240096e-01	0	YRDC
490	8.846768e-01	8.165477e-01	8.867969e-01	1	C1orf122
491	9.921110e-01	9.744801e-01	9.846464e-01	1	MTF1
493	7.481546e-01	8.620124e-01	8.002009e-01	1	INPP5B
494	9.675878e-01	8.623285e-01	9.581434e-01	1	SF3A3
495	6.863798e-01	9.672788e-01	6.740977e-01	1	FHL3
496	3.867628e-01	8.828565e-01	4.762163e-01	1	UTP11L
497	6.718597e-01	5.361733e-01	7.584254e-01	1	POU3F1
498	3.116080e-01	4.896832e-01	3.508667e-01	1	RRAGC
500	3.704869e-01	3.395009e-01	4.046817e-01	1	RHBDL2
501	7.378123e-01	7.235275e-01	7.394424e-01	0	AKIRIN1
