99	0.020699	2.174195e-01	KLHL21
100	0.023610	7.149041e-02	PHF13
101	0.020926	5.475936e-02	THAP3
102	0.000786	9.302197e-01	DNAJC11
103	-0.002910	6.790560e-01	CAMTA1
104	-0.002168	7.562624e-01	VAMP3
105	-0.004430	8.877522e-01	PER3
108	-0.004342	5.465049e-01	PARK7
109	0.037794	2.013772e-01	ERRFI1
110	0.010085	5.091102e-01	SLC45A1
111	-0.004133	7.202143e-01	RERE
112	0.002638	8.433639e-01	ENO1
115	0.011046	7.844112e-01	SLC2A5
116	0.024383	6.411394e-02	GPR157
117	-0.044292	2.051148e-03	H6PD
118	-0.023257	2.521309e-01	SPSB1
119	0.029357	1.033295e-01	SLC25A33
120	-0.007741	3.800655e-01	TMEM201
121	0.009203	4.515249e-01	PIK3CD
123	0.004587	6.563650e-01	CLSTN1
124	0.009048	5.356071e-01	CTNNBIP1
125	0.006396	4.382907e-01	LZIC
126	0.019991	1.234806e-02	NMNAT1
127	0.021795	6.328955e-01	RBP7
128	-0.008029	3.136430e-01	UBE4B
129	-0.005205	5.229135e-01	KIF1B
130	-0.016178	3.565794e-01	PGD
131	-0.002685	8.343305e-01	CORT
132	0.001444	8.396318e-01	DFFA
133	0.005068	5.388638e-01	PEX14
134	0.007811	5.155015e-01	CASZ1
135	0.004849	5.580652e-01	C1orf127
136	0.016602	4.050353e-02	TARDBP
137	-0.007734	5.919829e-01	MASP2
138	-0.024017	5.433795e-02	SRM
139	0.010073	1.781455e-01	EXOSC10
140	-0.006746	3.273432e-01	MTOR
141	-0.078320	2.958767e-01	ANGPTL7
142	-0.009552	2.409769e-01	UBIAD1
144	0.010078	6.951444e-01	FBXO2
145	-0.002656	8.616304e-01	FBXO44
146	-0.014833	3.004814e-01	FBXO6
147	-0.005156	5.408830e-01	MAD2L2
148	0.000264	9.827540e-01	AGTRAP
150	-0.018391	1.502778e-01	MTHFR
151	0.017670	4.797239e-02	CLCN6
152	-0.017968	7.122357e-01	NPPA
153	0.054020	6.550950e-02	NPPB
154	0.014724	1.329070e-01	KIAA2013
155	0.038949	7.407796e-02	PLOD1
156	-0.011563	1.432553e-01	MFN2
157	0.011611	2.283195e-01	MIIP
158	-0.010387	6.658843e-01	TNFRSF8
159	-0.044419	1.519478e-02	TNFRSF1B
160	-0.016454	2.706947e-02	VPS13D
161	0.006966	7.794724e-01	DHRS3
190	-0.005925	8.558755e-01	PDPN
191	0.002263	7.921998e-01	PRDM2
192	0.020854	2.122929e-01	KAZN
193	0.003639	8.819471e-01	TMEM51
195	0.012198	4.147885e-02	FHAD1
196	-0.028416	2.462424e-02	EFHD2
197	0.015982	7.138467e-01	CTRC
198	0.018898	7.283934e-01	CELA2A
199	0.008723	8.317776e-01	CELA2B
200	0.025056	9.712303e-02	CASP9
201	0.009482	1.911073e-01	DNAJC16
202	0.000407	9.278118e-01	AGMAT
203	-0.011282	4.729628e-01	DDI2
204	0.000346	9.691231e-01	PLEKHM2
205	0.010532	5.730299e-01	SLC25A34
207	-0.031728	1.305365e-01	FBLIM1
208	-0.013414	1.666303e-01	SPEN
209	0.007486	4.321743e-01	ZBTB17
211	0.057789	1.646389e-01	HSPB7
212	0.005056	6.260341e-01	CLCNKA
213	0.001140	8.576040e-01	CLCNKB
214	-0.007503	5.336787e-01	FAM131C
215	-0.020933	3.703371e-01	EPHA2
216	-0.019610	2.580486e-01	ARHGEF19
217	-0.000568	9.646926e-01	C1orf134
218	-0.004237	7.175812e-01	RSG1
219	0.008459	3.881362e-01	FBXO42
221	-0.000128	9.855737e-01	NECAP2
224	-0.004903	7.138849e-01	CROCC
225	0.030445	1.850114e-01	MFAP2
226	-0.007004	6.453518e-01	ATP13A2
227	0.014532	1.691208e-01	SDHB
228	0.009724	5.184118e-01	PADI2
231	0.007116	6.600026e-01	PADI4
232	-0.009144	4.386234e-01	RCC2
233	0.013886	3.134390e-01	ARHGEF10L
235	-0.041711	1.251200e-01	IGSF21
236	0.020341	3.409394e-01	KLHDC7A
240	0.004085	9.030953e-01	ALDH4A1
241	-0.005415	6.470736e-01	IFFO2
242	0.023285	5.047061e-02	UBR4
243	-0.022509	1.474424e-02	MRTO4
244	0.044149	5.911234e-02	AKR7A3
245	0.001173	9.260758e-01	AKR7A2
246	0.007132	4.952415e-01	PQLC2
247	-0.002662	7.357102e-01	CAPZB
248	0.027486	4.691008e-02	MINOS1
249	-0.005926	6.302664e-01	NBL1
251	0.004591	5.641122e-01	TMCO4
252	0.007781	5.192421e-01	RNF186
253	0.013008	3.107077e-01	OTUD3
255	-0.122210	7.458354e-02	PLA2G2A
256	-0.030129	2.237967e-01	PLA2G5
260	-0.025389	1.785419e-02	UBXN10
262	-0.027924	2.088974e-01	CAMK2N1
263	-0.006917	5.684825e-01	MUL1
264	0.020383	2.004659e-01	FAM43B
265	-0.000966	9.777964e-01	CDA
266	0.004418	6.668962e-01	PINK1
267	-0.016907	5.249131e-02	DDOST
268	0.003165	8.377837e-01	KIF17
270	-0.004686	6.517598e-01	HP1BP3
271	-0.003587	6.915924e-01	EIF4G3
272	-0.029488	5.016734e-03	ECE1
273	0.011489	5.481742e-01	NBPF3
274	-0.109472	1.983900e-02	ALPL
275	0.021823	2.524163e-01	RAP1GAP
276	0.003973	6.191169e-01	USP48
277	0.003963	7.830527e-01	LDLRAD2
278	-0.011181	5.594204e-01	HSPG2
279	0.013867	8.160556e-01	CELA3B
280	0.031594	6.818406e-01	CELA3A
281	-0.007557	3.707339e-01	CDC42
282	-0.010397	3.515124e-01	WNT4
283	0.009123	5.337982e-01	ZBTB40
285	-0.019607	5.731894e-01	C1QA
286	-0.023650	4.570824e-01	C1QC
287	-0.040673	2.399756e-01	C1QB
288	-0.010104	6.212200e-01	EPHB2
290	-0.004032	5.284463e-01	KDM1A
291	-0.013022	1.648340e-01	LUZP1
293	-0.021017	1.291678e-02	HNRNPR
294	0.042917	1.311845e-01	ZNF436
296	0.013159	5.526867e-01	TCEA3
297	0.008850	6.479435e-01	ASAP3
298	-0.008747	2.744497e-01	E2F2
299	0.002141	9.486856e-01	ID3
301	0.001518	8.612397e-01	RPL11
302	0.015840	2.949454e-02	TCEB3
303	0.014984	2.393973e-02	PITHD1
304	0.002831	7.109177e-01	LYPLA2
305	-0.010347	2.056189e-01	GALE
306	0.012259	1.376883e-01	HMGCL
307	-0.023495	1.689128e-01	FUCA1
309	0.029763	3.285063e-02	PNRC2
310	0.015577	1.033642e-01	SRSF10
311	-0.016518	2.105237e-02	MYOM3
312	-0.001884	9.176465e-01	IL22RA1
314	-0.014021	1.859175e-01	NIPAL3
315	-0.000381	9.777808e-01	RCAN3
316	0.004611	6.384101e-01	SRRM1
317	-0.004341	7.443163e-01	CLIC4
318	0.008470	7.020368e-01	RUNX3
319	-0.003230	6.455552e-01	SYF2
320	0.030409	9.551844e-02	C1orf63
321	-0.001457	8.173720e-01	RHD
322	-0.018589	1.008557e-01	TMEM50A
323	0.008227	2.598893e-01	RHCE
324	0.019350	1.446589e-02	TMEM57
325	0.037073	6.955082e-04	LDLRAP1
326	-0.005500	6.777196e-01	MAN1C1
327	-0.051188	1.118922e-04	SEPN1
328	-0.005172	6.854693e-01	PAQR7
329	-0.065118	1.384369e-03	STMN1
330	0.009581	3.074942e-01	PAFAH2
331	-0.001628	9.033961e-01	EXTL1
333	-0.004020	8.296527e-01	TRIM63
334	-0.006134	5.048599e-01	PDIK1L
335	-0.117530	1.059379e-03	FAM110D
336	-0.010490	3.404931e-01	ZNF593
337	-0.011797	3.510316e-01	CNKSR1
339	0.019731	4.755362e-02	CEP85
340	-0.013742	4.396787e-01	SH3BGRL3
341	-0.003258	8.261580e-01	UBXN11
342	-0.101079	3.079860e-02	CD52
344	0.004892	3.941803e-01	ZNF683
346	0.003633	8.211608e-01	DHDDS
347	0.011723	3.607267e-01	HMGN2
348	-0.057990	1.489127e-04	RPS6KA1
349	-0.012158	1.131455e-01	ARID1A
350	0.005086	6.512637e-01	PIGV
351	0.018876	1.268782e-01	ZDHHC18
352	0.015127	4.397976e-01	SFN
353	-0.000773	9.081612e-01	GPN2
354	0.010550	3.249213e-01	GPATCH3
355	0.014032	1.232899e-01	NUDC
358	-0.057739	7.123357e-03	TRNP1
359	-0.015170	6.443966e-01	FAM46B
360	0.007713	5.133850e-01	SLC9A1
361	0.000408	9.560487e-01	WDTC1
362	-0.014047	7.140486e-02	TMEM222
363	0.012868	4.802827e-01	SYTL1
364	-0.034715	8.552775e-02	MAP3K6
365	-0.142719	8.492542e-03	FCN3
367	-0.020588	3.881003e-01	GPR3
368	-0.014721	1.364437e-01	WASF2
369	0.020510	1.852780e-01	AHDC1
370	-0.075768	5.455983e-03	FGR
371	-0.029822	4.053368e-01	IFI6
372	-0.005727	5.929497e-01	FAM76A
373	-0.008262	3.939333e-01	STX12
374	0.002814	7.632487e-01	PPP1R8
375	0.015252	2.794739e-01	RPA2
376	-0.013766	9.191098e-02	SMPDL3B
377	0.015456	1.439476e-01	XKR8
378	0.010389	1.792548e-01	EYA3
379	-0.027634	1.819189e-01	PTAFR
380	-0.008291	3.077221e-01	DNAJC8
382	0.004141	7.072362e-01	ATPIF1
383	0.058240	1.482063e-02	SESN2
384	0.027755	1.255190e-02	MED18
385	0.005986	5.353895e-01	PHACTR4
386	0.013798	4.327982e-01	RCC1
387	0.008187	2.626776e-01	TRNAU1AP
388	0.025879	2.804618e-03	TAF12
389	-0.010836	5.558883e-01	RAB42
390	0.005269	5.120500e-01	GMEB1
391	-0.002024	7.790524e-01	YTHDF2
393	-0.001110	9.229391e-01	EPB41
394	0.031154	1.140991e-01	TMEM200B
395	0.006709	3.952899e-01	SRSF4
396	0.003243	7.836794e-01	MECR
397	0.013335	3.803845e-01	PTPRU
398	0.007382	1.488452e-01	MATN1
399	-0.053141	2.074768e-02	LAPTM5
400	-0.025891	1.729384e-01	SDC3
401	-0.013269	2.086700e-02	PUM1
402	0.001304	7.810214e-01	NKAIN1
403	0.002682	7.093443e-01	SNRNP40
404	0.017387	2.754363e-02	ZCCHC17
405	0.047057	2.066085e-01	FABP3
406	-0.002153	9.210775e-01	SERINC2
407	-0.041310	9.464693e-03	TINAGL1
408	0.003462	6.567985e-01	HCRTR1
409	-0.000734	9.174768e-01	PEF1
410	-0.003505	8.813878e-01	COL16A1
411	-0.013879	4.960941e-01	BAI2
412	-0.014496	6.381601e-01	SPOCD1
413	-0.007310	3.984703e-01	PTP4A2
414	-0.016687	3.474115e-02	KHDRBS1
415	-0.000796	9.208051e-01	TMEM39B
416	-0.002202	7.053977e-01	KPNA6
417	0.011849	2.276291e-01	TXLNA
418	0.021450	1.569642e-02	CCDC28B
419	0.006449	4.513008e-01	IQCC
420	-0.008955	2.568815e-01	DCDC2B
421	-0.018408	3.459796e-01	TMEM234
422	-0.008981	2.101220e-01	EIF3I
423	-0.023199	4.344346e-01	FAM167B
424	0.026145	2.111231e-01	LCK
425	-0.011600	2.622261e-01	HDAC1
426	-0.022804	3.385836e-01	MARCKSL1
427	0.000174	9.894648e-01	TSSK3
428	0.007745	2.765341e-01	BSDC1
430	-0.041434	5.602294e-02	ZBTB8A
431	-0.000800	9.192832e-01	ZBTB8OS
432	-0.010217	2.929976e-01	RBBP4
433	-0.004404	8.043226e-01	SYNC
434	-0.010899	4.529740e-01	KIAA1522
435	0.022352	7.585753e-02	YARS
436	0.038324	2.615038e-06	S100PBP
437	0.051741	3.316136e-02	FNDC5
438	0.001347	8.717004e-01	HPCA
439	0.001876	9.361421e-01	TMEM54
440	0.017807	2.708449e-01	RNF19B
441	0.006689	4.598803e-01	AK2
442	0.024555	2.583254e-02	ADC
443	0.003301	6.941104e-01	TRIM62
444	-0.006220	5.116383e-01	ZNF362
445	0.000724	9.513466e-01	PHC2
446	0.005861	3.414071e-01	ZSCAN20
447	-0.002301	7.691682e-01	CSMD2
450	-0.000526	9.286599e-01	GJB5
452	0.007411	2.268316e-01	GJB3
453	-0.034027	3.379764e-01	GJA4
454	-0.007183	2.792056e-01	DLGAP3
455	-0.007332	6.268746e-01	ZMYM6NB
456	0.030665	3.390211e-03	ZMYM6
457	0.022005	5.599754e-03	ZMYM1
458	-0.002385	8.456134e-01	SFPQ
459	0.015745	3.542837e-02	ZMYM4
460	0.009974	1.596431e-01	KIAA0319L
461	-0.028943	2.402507e-02	NCDN
462	0.014181	2.393825e-01	TFAP2E
463	-0.022360	2.764368e-03	PSMB2
464	0.026015	1.652074e-02	C1orf216
465	-0.009437	7.547418e-02	CLSPN
466	0.000894	8.640452e-01	TEKT2
467	0.012541	1.731452e-01	ADPRHL2
468	0.049184	5.770747e-02	COL8A2
469	0.026747	9.095996e-06	TRAPPC3
470	0.008686	3.986377e-01	MAP7D1
471	-0.011327	7.449347e-02	THRAP3
472	0.035258	9.134064e-02	SH3D21
473	0.017631	9.795475e-02	STK40
474	0.015404	1.242771e-01	LSM10
475	0.019983	1.070130e-01	OSCP1
476	0.006637	4.173380e-01	MRPS15
477	0.006925	8.046790e-01	CSF3R
478	0.007448	7.386831e-01	GRIK3
479	0.000524	9.837943e-01	ZC3H12A
480	0.012151	1.137431e-01	MEAF6
481	0.005806	4.554904e-01	SNIP1
482	-0.011179	4.313337e-01	DNALI1
483	-0.000069	9.930429e-01	GNL2
484	-0.011381	6.981624e-01	RSPO1
485	0.016178	7.685114e-02	C1orf109
486	0.008336	5.207811e-01	CDCA8
488	0.007702	4.047541e-01	MANEAL
489	-0.015099	2.094196e-01	YRDC
490	0.014301	2.949405e-01	C1orf122
491	0.008476	2.550604e-01	MTF1
493	0.032292	2.119480e-03	INPP5B
494	0.011851	1.184535e-01	SF3A3
495	0.030103	9.741795e-02	FHL3
496	0.008084	3.338528e-01	UTP11L
497	0.005231	6.943496e-01	POU3F1
498	0.027927	8.268183e-03	RRAGC
500	-0.002590	7.677897e-01	RHBDL2
501	0.005907	6.020622e-01	AKIRIN1
502	-0.003134	8.161035e-01	NDUFS5
503	-0.006628	4.786955e-01	MACF1
504	0.007036	5.203212e-01	BMP8A
505	-0.005885	5.977385e-01	PABPC4
506	-0.021656	5.260856e-01	HEYL
509	0.004421	8.115079e-01	PPIE
510	0.048300	5.876997e-02	BMP8B
511	0.000817	8.859473e-01	OXCT2
512	0.024047	2.775766e-02	TRIT1
513	0.040012	6.163015e-02	MFSD2A
514	-0.000930	9.051095e-01	CAP1
515	-0.013625	2.048099e-01	PPT1
516	0.006530	5.807446e-01	RLF
518	0.006848	4.909832e-01	ZMPSTE24
519	0.023415	2.277854e-01	COL9A2
520	-0.006956	6.724807e-01	SMAP2
521	0.002714	7.436843e-01	ZNF684
522	-0.006383	6.635925e-01	RIMS3
523	0.000653	9.358113e-01	NFYC
524	-0.007801	5.393351e-01	KCNQ4
525	0.017225	4.751586e-01	CITED4
526	0.002473	6.698389e-01	SLFNL1
527	-0.008130	3.876805e-01	SCMH1
528	-0.006403	4.955124e-01	FOXO6
530	0.003712	7.741848e-01	HIVEP3
533	0.006616	3.274697e-01	FOXJ3
534	0.002548	5.938905e-01	RIMKLA
535	0.001522	8.895152e-01	ZMYND12
536	0.004432	5.395495e-01	PPCS
537	0.018996	2.254932e-03	CCDC30
538	0.004953	5.932388e-01	PPIH
539	-0.005217	5.292843e-01	YBX1
541	-0.002980	7.948449e-01	LEPRE1
542	0.016261	4.751232e-02	C1orf50
543	0.017003	1.275246e-01	CCDC23
544	0.013083	3.245104e-01	ERMAP
545	0.029506	2.114774e-02	ZNF691
546	0.007394	8.841961e-01	SLC2A1
548	-0.008695	2.197317e-01	EBNA1BP2
549	-0.011632	4.673366e-01	WDR65
551	0.001347	8.242315e-01	C1orf210
552	-0.036085	3.333168e-02	TIE1
553	-0.010289	1.035560e-01	MPL
554	0.004539	8.053452e-01	CDC20
555	-0.008245	3.620416e-01	ELOVL1
556	0.033591	6.493106e-04	MED8
557	-0.001496	8.753603e-01	SZT2
558	0.015044	4.506762e-01	HYI
559	0.006816	7.068233e-01	PTPRF
560	0.011638	1.519318e-01	KDM4A
561	-0.004452	5.980659e-01	ST3GAL3
562	0.007840	6.392414e-01	ARTN
563	0.017085	4.038866e-02	IPO13
564	-0.004531	6.524957e-01	DPH2
565	0.010487	2.395976e-01	ATP6V0B
566	-0.012283	3.176531e-01	B4GALT2
567	-0.002714	7.788178e-01	CCDC24
568	-0.012816	4.994757e-01	SLC6A9
570	0.015029	3.911223e-02	DMAP1
571	-0.001517	8.317667e-01	ERI3
572	0.005076	5.099161e-01	RNF220
573	-0.003017	8.163118e-01	TMEM53
574	-0.009633	5.053260e-01	C1orf228
575	-0.000793	9.490298e-01	KIF2C
576	-0.015383	1.041405e-01	RPS8
577	0.020157	7.039566e-03	BEST4
578	0.022478	3.145309e-01	PLK3
579	0.013110	4.077578e-01	TCTEX1D4
580	-0.030165	8.612235e-02	BTBD19
581	0.022290	4.314907e-01	PTCH2
582	0.021586	3.902065e-02	EIF2B3
583	0.009931	2.318181e-01	HECTD3
584	-0.002807	7.513146e-01	UROD
585	0.010239	3.724900e-01	ZSWIM5
586	-0.005805	5.793855e-01	HPDL
587	0.015083	6.888556e-02	MUTYH
588	-0.027929	8.406712e-03	TOE1
589	0.002299	8.435203e-01	TESK2
590	0.022691	4.170139e-01	CCDC163P
591	-0.028312	9.490198e-02	MMACHC
592	-0.002178	8.137570e-01	PRDX1
593	-0.016846	5.838338e-02	AKR1A1
594	0.000779	9.566035e-01	NASP
595	0.046932	2.822295e-04	CCDC17
596	0.015683	2.714247e-02	GPBP1L1
597	-0.015112	4.424350e-01	TMEM69
598	-0.003840	6.349549e-01	IPP
599	0.012019	3.168883e-01	MAST2
600	-0.113103	1.096688e-03	PIK3R3
601	-0.051962	2.573892e-02	TSPAN1
602	0.009554	3.377571e-01	POMGNT1
603	-0.015831	3.934338e-01	LURAP1
604	0.004450	6.087510e-01	RAD54L
605	-0.007500	3.249498e-01	LRRC41
606	0.007770	4.709954e-01	UQCRH
607	-0.001944	7.695733e-01	NSUN4
608	0.018078	3.454452e-01	FAAH
611	-0.007845	3.988831e-01	MKNK1
612	0.029909	1.678072e-02	MOB3C
613	0.014635	1.538310e-01	ATPAF1
614	-0.031228	4.703722e-01	CYP4B1
615	-0.009150	3.069465e-01	CYP4A11
616	0.001519	9.421959e-01	CYP4X1
617	0.036172	1.459762e-01	CYP4Z1
618	0.021639	1.613000e-02	CYP4A22
619	-0.000512	9.724123e-01	PDZK1IP1
620	0.015868	2.961651e-01	TAL1
621	0.004701	4.539986e-01	STIL
622	0.002117	8.315747e-01	CMPK1
624	-0.001173	9.214360e-01	FOXD2
625	-0.009007	3.372981e-01	SLC5A9
626	-0.006188	5.357170e-01	SPATA6
628	0.013775	3.029082e-01	BEND5
632	0.001724	8.107079e-01	FAF1
633	0.047224	1.007974e-01	CDKN2C
635	-0.002105	7.882339e-01	RNF11
636	0.007545	1.437697e-01	TTC39A
637	0.006510	5.332266e-01	EPS15
638	-0.009748	3.544495e-01	OSBPL9
639	0.003574	6.596289e-01	NRD1
641	0.000409	9.612624e-01	TXNDC12
642	0.002062	7.491280e-01	BTF3L4
643	0.006595	3.495455e-01	ZFYVE9
644	0.013615	1.630667e-01	CC2D1B
645	-0.003580	6.281131e-01	ORC1
646	0.008587	2.589372e-01	PRPF38A
647	-0.000544	9.368272e-01	ZCCHC11
648	0.007415	6.958896e-01	GPX7
649	0.000676	8.662791e-01	FAM159A
650	0.007341	5.312624e-01	SELRC1
651	-0.005943	3.680682e-01	ZYG11B
653	0.023921	1.107356e-01	ECHDC2
654	-0.007601	3.796361e-01	SCP2
655	-0.024846	2.535263e-01	PODN
656	-0.002660	8.854560e-01	SLC1A7
657	-0.006697	6.111436e-01	CPT2
658	-0.011872	1.040496e-01	C1orf123
659	-0.022299	3.959124e-02	MAGOH
660	0.010223	5.270608e-01	LRP8
662	-0.022315	1.057674e-01	GLIS1
663	0.015997	9.600396e-02	YIPF1
664	0.006383	6.470439e-02	DIO1
665	0.005004	5.530483e-01	HSPB11
666	0.004054	6.943575e-01	LRRC42
668	-0.000773	9.243153e-01	TMEM59
669	-0.000419	9.518092e-01	TCEANC2
670	0.025178	2.779306e-02	AL161915.1
671	0.007640	3.155754e-01	CDCP2
672	0.016621	1.401062e-01	AL357673.1
673	-0.002144	8.009724e-01	CYB5RL
674	0.002066	7.784262e-01	MRPL37
675	-0.009601	4.063337e-01	SSBP3
676	-0.001490	7.677450e-01	ACOT11
677	-0.005414	4.197635e-01	FAM151A
678	0.004015	8.224666e-01	TTC4
679	0.018058	1.167256e-01	PARS2
682	-0.055963	8.573511e-02	DHCR24
683	-0.005634	7.905559e-01	TMEM61
686	-0.010194	4.014808e-01	USP24
687	-0.025026	2.351961e-01	PPAP2B
688	0.004180	7.761324e-01	PRKAA2
692	0.002875	9.156645e-01	DAB1
693	0.009301	3.620875e-01	OMA1
694	-0.016818	5.693371e-01	TACSTD2
695	-0.014475	1.535005e-01	MYSM1
696	0.012493	7.288615e-01	JUN
697	-0.008824	3.579151e-01	FGGY
698	-0.000287	9.486225e-01	HOOK1
701	-0.008295	4.602693e-01	NFIA
702	0.008898	2.675189e-01	TM2D1
703	0.005336	4.961766e-01	INADL
704	-0.015673	2.465424e-01	L1TD1
705	-0.007599	7.657377e-01	KANK4
706	0.002015	7.471954e-01	USP1
707	0.007665	3.971022e-01	DOCK7
709	0.014373	1.537694e-01	ATG4C
710	0.000833	9.685353e-01	FOXD3
711	0.005522	4.746215e-01	ALG6
712	0.031640	5.429988e-02	ITGB3BP
713	0.037252	5.834682e-05	EFCAB7
714	0.010536	4.032186e-01	DLEU2L
715	0.035432	3.580547e-02	PGM1
716	-0.009164	4.918158e-01	ROR1
718	-0.021011	2.089338e-01	CACHD1
719	-0.019742	1.582707e-01	RAVER2
720	-0.025299	1.813052e-02	JAK1
721	0.019986	3.545261e-01	AK4
722	0.008157	4.382291e-01	DNAJC6
723	-0.015981	8.462212e-02	LEPROT
724	-0.000448	9.880422e-01	LEPR
725	-0.024126	4.156884e-01	PDE4B
726	0.005668	7.218244e-01	SGIP1
727	0.013215	1.517173e-01	AL139147.1
728	-0.020900	5.185560e-01	TCTEX1D1
730	0.010682	1.802109e-01	WDR78
731	0.000742	9.324232e-01	MIER1
732	0.010073	3.127087e-01	SLC35D1
735	0.007477	5.178772e-01	IL12RB2
736	-0.013145	6.435112e-02	SERBP1
737	0.015383	5.923373e-01	GADD45A
738	-0.005509	6.558795e-01	GNG12
739	0.016907	3.027666e-01	DIRAS3
740	0.001010	9.386121e-01	WLS
742	-0.002463	5.469668e-01	DEPDC1
743	0.004504	3.771033e-01	LRRC7
744	-0.009971	1.668568e-01	LRRC40
745	0.002909	7.674538e-01	SRSF11
746	0.003619	5.467611e-01	ANKRD13C
747	0.001227	9.410220e-01	HHLA3
748	0.011764	4.703277e-01	CTH
749	-0.001535	9.516864e-01	PTGER3
750	0.015908	1.710051e-01	ZRANB2
751	-0.024806	1.558728e-01	NEGR1
752	0.010528	8.424183e-02	LRRIQ3
753	0.016395	9.535576e-02	FPGT
754	0.018857	6.193666e-03	FPGT-TNNI3K
757	0.013151	5.497457e-01	CRYZ
758	0.017711	1.510659e-02	TYW3
760	0.003321	6.309119e-01	SLC44A5
761	0.007864	4.995934e-01	ACADM
762	0.005851	5.164079e-01	RABGGTB
763	0.017125	3.033190e-02	MSH4
765	-0.020096	2.644898e-01	ST6GALNAC3
766	0.003309	7.558862e-01	ST6GALNAC5
767	-0.025174	6.996527e-03	PIGK
768	0.002053	8.938234e-01	AK5
769	0.006993	3.217950e-01	ZZZ3
770	0.007389	4.328799e-01	USP33
771	-0.010661	1.207513e-01	FAM73A
772	-0.024770	3.431481e-01	NEXN
773	0.012286	3.017368e-01	FUBP1
774	-0.001186	9.412097e-01	DNAJB4
775	-0.031269	8.854647e-03	GIPC2
776	-0.049419	1.159829e-01	PTGFR
777	-0.014293	7.361101e-01	IFI44L
778	-0.004814	8.761056e-01	IFI44
779	-0.038335	1.861238e-02	ELTD1
780	-0.013412	2.558019e-01	LPHN2
781	0.016095	1.981030e-01	TTLL7
782	0.002751	7.404389e-01	PRKACB
